Timestamp,PM2.5 (ug/m³),PM10 (ug/m³),NO (ug/m³),NO2 (ug/m³),NOx (ppb),SO2 (ug/m³),CO (mg/m³),Ozone (ug/m³),Benzene (ug/m³),MP-Xylene (ug/m³),RH (%),WS (m/s),TOT-RF (mm),SR (W/mt2),BP (mmHg),temperature_2m (°C),relative_humidity_2m (%),rain (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),AQI
03-02-2024 22:00,119.14,195.5325,17.68666667,23.85083333,41.53666667,9.2825,1.1725,20.4225,7.895833333,15.70125,46.4375,1.05,0,0.01,950.0675,20.7,55,0,953.4,1,2.4,225,63,184
03-02-2024 23:00,116.8605556,192.7311111,19.74555556,27.07444444,46.82,8.675,1.262222222,18.88138889,6.776666667,13.92333333,47.7875,1.05,0,0.02,949.96,20.2,57,0,953.2,0.4,4,270,63,183
04-02-2024 00:00,103.965,172.8766667,18.0025,25.1425,43.14583333,7.745,1.253333333,16.29,6.9225,14.465,52.07,1.05,0,0.0425,949.47,19.8,59,0,953.6,1.4,3.1,270,45,176
04-02-2024 01:00,101.6,168.015,20.0825,28.86583333,48.94916667,5.8675,1.371666667,14.87083333,8.538333333,18.70125,55.96,1.05,0,0.0425,948.9775,17.5,68,0,954,3.3,0.7,276,90,175
04-02-2024 02:00,101.0166667,168.1633333,20.7075,29.47166667,50.17833333,6.3825,1.4,16.05583333,9.5875,22.68125,59.005,1.05,0,0.0425,948.4725,17.1,72,0,954.8,2.9,1.6,263,63,175
04-02-2024 03:00,88.7525,147.4858333,16.53083333,24.65333333,41.185,4.0725,1.3175,13.18833333,9.588333333,21.54375,59.945,1.05,0,0.0425,948,20.3,59,0,956.2,1.1,4.5,198,104,168
04-02-2024 04:00,94.3625,156.3225,15.76416667,23.27666667,39.04333333,4.7925,1.275,13.12916667,8.210833333,18.58375,61.745,1.05,0,0.0425,947.9,24.1,48,0,957.2,2.5,4.7,82,99,171
04-02-2024 05:00,93.27333333,154.42,12.5475,18.32583333,30.875,4.495,1.029166667,13.46333333,7.601666667,17.38375,63.465,1.05,0,0.0425,948.06,27.4,41,0,957.8,6.6,8.2,68,75,171
04-02-2024 06:00,86.59083333,143.9175,14.39583333,21.73416667,36.13083333,4.3675,1.2875,13.105,6.781666667,15.50375,64.425,1.05,0,0.26,948.4575,29.7,37,0,957.2,8.1,10,69,77,167
04-02-2024 07:00,93.21166667,153.87,16.685,25.15083333,41.83333333,4.955,1.449166667,12.85,7.546666667,16.90625,66.4175,1.05,0,12.035,949.2725,31.3,35,0,956.4,7,8.2,69,75,170
04-02-2024 08:00,123.6633333,200.7425,15.29583333,23.46916667,38.765,5.1725,1.4475,16.36916667,9.0725,20.23375,61.825,1.05,0,94.85,949.8475,32.4,32,0,955.3,6.3,7.1,59,66,186
04-02-2024 09:00,141.0483333,229.285,13.8,18.70333333,32.50416667,7.7425,0.985833333,30.37083333,8.800833333,19.715,41.83,1.05,0,199.575,950.1875,33.2,30,0,954.4,6.1,7,50,55,195
04-02-2024 10:00,133.8733333,220.1325,12.36916667,14.5,26.87083333,10.7225,0.701666667,42.55583333,6.5175,16.5375,23.4175,1.05,0,298.5225,950.16,33.5,29,0,953.5,5.5,6.3,23,24,191
04-02-2024 11:00,102.5191667,168.7791667,10.66,13.28083333,23.94166667,7.975,0.713333333,44.0675,4.943333333,12.39375,15.37,1.05,0,372.84,949.4875,33,30,0,953.3,5.4,6.6,352,351,175
04-02-2024 12:00,81.7775,133.6683333,8.643333333,12.50833333,21.15583333,3.745,0.798333333,41.91333333,4.46,9.96875,11.6975,1.05,0,410.6425,948.235,31.9,30,0,953.1,6.9,8.6,6,2,165
04-02-2024 13:00,70.66333333,116.6916667,8.3875,12.31666667,20.70916667,3.6225,0.83,39.64166667,3.91,8.3075,10.0075,1.05,0,402.365,947.095,30.2,33,0,953.7,2.3,2.9,72,60,159
04-02-2024 14:00,63.63166667,106.6275,9.45,13.65416667,23.10416667,4.315,0.876666667,37.14416667,3.636666667,7.26375,10.225,1.05,0,354,946.2025,27.2,42,0,954,5.6,7.1,320,345,155
04-02-2024 15:00,57.46666667,96.465,7.695,11.57333333,19.26833333,3.15,0.833333333,38.99333333,3.329166667,6.56375,10.2825,1.05,0,263.925,945.59,25.6,45,0,954.8,8.8,19.6,279,283,152
04-02-2024 16:00,54.09333333,91.155,9.309166667,14.06166667,23.37083333,3.1625,0.8925,34.42083333,3.144166667,6.005,11.5475,1.05,0,157.7325,945.4475,24.1,51,0,955.4,6,13.8,245,263,147
04-02-2024 17:00,51.90166667,88.10583333,7.773333333,11.7125,19.48666667,3.57,0.87,32.265,3.201666667,6.12125,16.5075,1.05,0,56.0625,945.575,22.2,60,0,955.4,6.9,9.7,231,268,141
04-02-2024 18:00,48.5975,82.2325,8.56,14.21,22.77,2.63,1.105833333,22.21833333,2.676666667,7.55,25.7825,1.05,0,4.0775,945.9975,21.5,63,0,955.1,6.3,9.6,257,290,133
04-02-2024 19:00,73.88666667,123.1158333,12.29833333,19.02333333,31.32166667,5.485,1.323333333,19.29833333,3.645,8.16375,34.63,1.05,0,4.0775,946.695,20.8,66,0,954.7,5.4,10.9,278,304,160
04-02-2024 20:00,101.1816667,166.095,17.69416667,25.23416667,42.9275,8.3825,1.416666667,19.9125,4.828333333,11.645,36.5475,1.05,0,4.0775,947.56,19.7,72,0,954.1,6.8,8.8,245,305,175
04-02-2024 21:00,101.4741667,167.2725,19.4825,27.61,47.09166667,7.8125,1.390833333,18.3475,7.726666667,16.7175,40.8125,1.05,0,4.0775,948.2575,19.5,71,0,953.4,5.4,5.9,222,284,175
04-02-2024 22:00,103.1258333,171.02,16.8625,24.59416667,41.45666667,8.255,1.465833333,16.55333333,7.506666667,16.19625,44.195,1.05,0,4.0775,948.765,19.4,71,0,953,6.2,6.2,234,280,176
04-02-2024 23:00,112.9813889,186.2330556,13.53027778,18.25083333,31.78222222,8.4075,1.057777778,17.54444444,7.988888889,14.94333333,49.7075,1.05,0,0.045,948.4875,21.4,61,0,953.2,3.9,4.4,236,279,181
05-02-2024 00:00,105.0408333,174.7666667,21.37083333,29.89916667,51.27083333,8.675,1.416666667,16.99333333,8.2025,14.81625,53.1275,1.05,0,0.035,948.245,20.7,63,0,953.4,2.7,3.6,293,270,177
05-02-2024 01:00,106.4725,176.7866667,24.77333333,35.70333333,60.47833333,7.7275,1.714166667,16.35916667,9.911666667,18.3875,57.0375,1.05,0,0.035,947.6675,20.1,69,0,954.2,2.6,4.5,236,256,177
05-02-2024 02:00,104.9791667,173.4908333,22.67,32.69583333,55.36416667,5.225,1.436666667,14.245,10.77916667,21.8975,57.9225,1.05,0,0.035,946.995,18.7,77,0,954.4,4.8,3.3,207,221,177
05-02-2024 03:00,95.3225,158.7933333,25.01166667,36.7825,61.79666667,4.385,1.656666667,13.4525,11.87583333,22.79125,59.995,1.05,0,0.035,946.54,23.2,57,0,955.9,3.9,3.8,236,221,172
05-02-2024 04:00,95.00833333,158.8133333,16.155,22.74,38.89583333,5.525,1.0825,16.415,11.81666667,24.04875,62.67,1.05,0,0.035,946.505,27,42,0,957.3,2.4,2.9,297,270,171
05-02-2024 05:00,85.375,143.0166667,15.1375,22.31,37.44833333,4.6275,1.214166667,13.075,7.764166667,17.405,64.9325,1.05,0,0.035,946.8625,29.9,32,0,958,3.3,3.8,319,311,166
05-02-2024 06:00,83.20666667,138.5875,15.88083333,23.99416667,39.87583333,3.925,1.339166667,12.98166667,10.23666667,16.45125,67.355,1.05,0,0.27,947.3425,31.7,28,0,957.5,6.3,8,301,297,165
05-02-2024 07:00,89.39416667,148.3516667,16.91916667,25.76666667,42.68583333,4.8175,1.4925,13.48416667,9.1175,17.0475,68.6,1.05,0,12.325,948.0325,32.7,27,0,956.6,6.4,8.1,286,283,169
05-02-2024 08:00,114.5716667,187.4541667,13.37666667,19.78,33.15916667,5.425,1.205,15.915,10.7625,18.56,64.2875,1.05,0,91.435,948.6425,33.5,25,0,955.3,7.1,8.8,285,279,182
05-02-2024 09:00,115.5133333,189.2525,11.28916667,15.7975,27.08666667,6.3075,1.067777778,29.5775,7.485833333,14.94083333,41.6,1.05,0,200.2625,948.96,34,24,0,954.3,9.2,11.3,296,292,182
05-02-2024 10:00,106.0908333,174.86,11.72916667,15.43583333,27.16833333,6.5875,0.769166667,39.14583333,6.4925,12.95375,27.575,1.05,0,281.6325,948.93,33.8,24,0,953.5,13.1,16.6,302,300,177
05-02-2024 11:00,92.59,154.485,10.68166667,14.30583333,24.98666667,6.155,0.8,46.03,5.6,10.7375,19.4425,1.05,0,353.8225,948.435,32.8,25,0,953.1,15,19.3,300,299,170
05-02-2024 12:00,83.85083333,140.2466667,11.11333333,15.0325,26.14583333,6.235,0.855,48.43166667,4.555833333,8.78625,15.875,1.05,0,388.6425,947.4975,31.5,27,0,953.3,14.7,19.8,301,299,166
05-02-2024 13:00,78.14166667,129.0191667,10.1325,14.665,24.79666667,4.0275,0.89,41.735,4.17,7.65,12.4025,1.05,0,376.5375,946.3275,29,33,0,953.6,12.4,23.1,300,301,163
05-02-2024 14:00,70.17333333,116.3166667,9.975,14.97916667,24.95666667,3.2875,0.935833333,44.1925,3.876666667,6.7,12.06,1.05,0,323.6525,945.31,26.9,39,0,954.1,7.9,19.3,294,303,159
05-02-2024 15:00,57.2575,95.4775,9.686666667,14.82583333,24.515,2.88,0.98,51.43166667,3.7425,5.9925,12.635,1.05,0,234.59,944.71,25.4,44,0,954.6,6.4,17.1,286,305,152
05-02-2024 16:00,59.19,99.91166667,10.23333333,15.14333333,25.37833333,3.8825,0.943333333,46.44583333,3.454166667,5.33375,12.7375,1.05,0,166.375,944.655,24.4,48,0,955.1,7.6,18.8,270,290,153
05-02-2024 17:00,57.39416667,97.22166667,10.8625,16.32166667,27.18333333,3.465,1.01,29.26,3.393333333,5.5625,15.6725,1.05,0,67.62,944.97,23.3,52,0,955.4,5.8,16.4,263,296,152
05-02-2024 18:00,58.71666667,103.0433333,15.2625,20.6025,35.8675,9.18,1.109166667,27.085,3.9325,8.54875,22.8275,1.05,0,4.875,945.475,22.1,57,0,955.1,5.7,12.1,252,293,153
05-02-2024 19:00,65.4675,113.8183333,19.16916667,27.08333333,46.25416667,10.0425,1.553333333,22.39666667,4.469166667,9.45875,32.82,1.05,0,4.875,946.38,21.4,59,0,954.4,5.7,9,235,293,156
05-02-2024 20:00,77.59666667,128.075,15.415,23.20083333,38.61583333,4.705,1.349166667,22.22333333,5.819166667,12.30375,39.1775,1.05,0,4.875,947.3225,20.9,61,0,953.9,5.9,7.7,232,281,162
05-02-2024 21:00,81.87166667,136.2983333,16.08833333,23.03666667,39.12583333,6.6175,1.263333333,22.25416667,6.479166667,13.3675,44.9925,1.05,0,4.875,947.91,20.1,64,0,953.1,7.3,8.3,237,270,165
05-02-2024 22:00,83.54,139.3883333,19.775,28.25666667,48.03166667,7.205,1.430833333,20.25,7.340833333,14.62375,49.72,1.05,0,0.0625,948.2075,21.8,57,0,953.3,1.3,2.3,56,288,165
05-02-2024 23:00,88.52388889,147.5225,23.27416667,33.55861111,56.83166667,7.345,1.621111111,19.64777778,8.647777778,16.52833333,52.2675,1.05,0,0.045,948.0525,20.9,61,0,953,0.8,1.5,63,256,168
06-02-2024 00:00,96.68416667,160.2725,25.47333333,36.5225,61.995,7.085,1.645833333,20.56666667,10.75333333,19.69625,55.195,1.05,0,0.045,947.8825,20.6,62,0,953.2,3.4,4,198,207,172
06-02-2024 01:00,88.54333333,145.105,17.8125,26.885,44.69666667,3.2025,1.386666667,16.5375,10.04333333,20.60125,57.95,1.05,0,0.045,947.75,18.8,72,0,953.8,3.8,4.7,229,270,168
06-02-2024 02:00,88.06583333,145.4733333,18.825,28.00333333,46.82833333,4.6,1.45,15.7175,9.306666667,18.9075,59.505,1.05,0,0.045,947.3875,18.4,77,0,954.4,4.4,3.6,261,276,168
06-02-2024 03:00,86.38666667,142.4433333,14.62,22.22,36.8425,3.2925,1.244166667,15.03,9.09,18.4725,60.41,1.05,0,0.045,946.64,21.7,62,0,955.8,2.7,2.9,337,330,167
06-02-2024 04:00,87.7375,146.9258333,14.43,20.23416667,34.66416667,6.585,1.098333333,17.72666667,7.288333333,17.01875,61.825,1.05,0,0.045,946.52,25.4,49,0,957.3,2.3,2.3,39,51,168
06-02-2024 05:00,79.32083333,130.3975,10.895,16.8125,27.70666667,2.6025,1.051666667,15.19833333,6.913333333,16.13875,64.4225,1.05,0,0.045,946.9425,28.8,37,0,957.8,2.3,2.5,39,45,163
06-02-2024 06:00,77.61166667,129.0216667,14.64916667,22.49166667,37.14166667,3.925,1.3475,13.815,7.029166667,15.86375,65.5225,1.05,0,0.28,947.37,31.4,30,0,957.4,2.2,2.3,351,342,162
06-02-2024 07:00,93.03,153.22,18.66083333,28.62333333,47.28416667,4.71,1.625,13.64333333,8.278333333,16.795,64.9125,1.05,0,11.1225,947.8075,32.9,27,0,956,2.8,3,310,284,170
06-02-2024 08:00,109.4108333,178.4983333,15.3575,22.05583333,37.41416667,6.1025,1.2125,17.65333333,10.39,18.4075,57.045,1.05,0,98.2425,948.5525,34,25,0,954.8,3.4,3.6,328,315,179
06-02-2024 09:00,100.7633333,165.3583333,13.98333333,20.22333333,34.2075,4.835,1.109166667,29.33333333,9.174166667,16.11125,40.5325,1.05,0,217.4525,949.15,34.8,24,0,953.7,6.3,7.2,329,323,174
06-02-2024 10:00,96.50916667,158.8058333,14.13166667,19.92666667,34.05916667,5.5925,1.049166667,45.05666667,8.3275,14.34875,26.375,1.05,0,314.42,949.4925,35,23,0,952.7,9.7,11.9,309,305,172
06-02-2024 11:00,85.985,140.2375,9.894166667,14.52166667,24.41583333,3.0575,0.873333333,36.08166667,6.631666667,12.44125,19.89,1.05,0,371.6125,948.8075,34.1,23,0,952.4,15.6,19.8,299,297,167
06-02-2024 12:00,70.13666667,116.9291667,11.7925,16.9275,28.72,4.63,0.958333333,40.7425,5.225833333,10.25625,15.9675,1.05,0,415.6575,947.3575,32.2,25,0,952.8,18.5,25,299,298,159
06-02-2024 13:00,53.7575,90.18,10.66583333,15.61083333,26.27916667,3.8875,0.940833333,34.94916667,4.574166667,8.7425,12.0325,1.05,0,410.2975,946.015,30,26,0,953.1,15.2,27.5,301,302,146
06-02-2024 14:00,47.08944444,79.80833333,9.546388889,14.18222222,23.72972222,3.42,0.891944444,29.47166667,4.068055556,7.92625,10.94,1.05,0,362.4975,944.9375,27.7,32,0,953.8,11.2,23.2,310,312,130
06-02-2024 15:00,37.015,63.63916667,8.844166667,13.70916667,22.55333333,2.4125,0.919166667,25.12083333,3.338333333,6.93,10.7225,1.05,0,278.4825,944.625,25.2,39,0,954.4,6.2,17.5,291,307,105
06-02-2024 16:00,33.49916667,58.23916667,9.288333333,14.29333333,23.58,2.8325,0.955,26.3925,3.1625,6.93,13.0425,1.05,0,170.845,944.71,24.3,44,0,954.9,6.5,17.3,264,291,96
06-02-2024 17:00,36.33,62.61,9.495,15.11083333,24.60666667,2.2725,1.038333333,24.66833333,2.880833333,6.7375,17.6025,1.05,0,69.5,945.2125,23.3,50,0,955.1,6.2,16.5,260,293,103
06-02-2024 18:00,37.57472222,64.06083333,11.97111111,18.34,30.14333333,3.035,1.168333333,25.17361111,3.693333333,7.9125,23.0525,1.05,0,4.2925,945.765,22.7,54,0,955.1,6.4,14,243,282,106
06-02-2024 19:00,51.83583333,88.10416667,15.3125,23.2075,38.5175,4.2125,1.339166667,22.5575,4.905833333,9.585,27.44,1.05,0,4.2925,946.42,21.6,58,0,954.4,5.1,9.4,231,277,141
06-02-2024 20:00,66.02,110.2491667,15.22416667,22.83916667,38.065,4.6575,1.315,24.68416667,6.063333333,12.6775,34.545,1.05,0,4.2925,947.3375,22.4,56,0,954.2,4.5,5.2,241,304,156
06-02-2024 21:00,88.05333333,146.3358333,16.02916667,23.845,39.87666667,4.9975,1.349166667,22.72,6.218333333,14.09125,39.92,1.05,0,4.2925,947.85,22.4,56,0,954,1.8,2.5,323,352,168
06-02-2024 22:00,99.37583333,166.3425,17.07,24.6025,41.67416667,6.575,1.3225,22.55166667,7.234166667,15.5325,44.435,1.05,0,0.01,947.9075,21.8,58,0,953.7,1.1,1.3,270,34,174
06-02-2024 23:00,100.7230556,168.3591667,13.43555556,19.45277778,32.89,5.6875,1.123333333,22.69222222,6.436666667,14.93083333,50.73,1.05,0,0.0525,947.5875,20.9,62,0,953.6,1.9,2.3,292,51,174
07-02-2024 00:00,105.2591667,174.7058333,12.3775,18.08166667,30.45833333,5.245,1.101666667,20.93,5.568333333,13.7975,56.8675,1.05,0,0.02,947.4275,20.1,65,0,953.7,0.7,4.3,270,85,177
07-02-2024 01:00,105.7025,175.0375,11.34416667,16.40666667,27.75166667,5.0575,1.021666667,21.60416667,5.5975,14.91875,59.9425,1.05,0,0.02,947.2025,19.5,70,0,954.4,0.8,3.8,297,73,177
07-02-2024 02:00,98.6525,163.5425,12.3825,18.77333333,31.155,3.605,1.146666667,18.04333333,5.981666667,14.785,61.49,1.05,0,0.02,946.73,19.2,72,0,955.2,1,4.5,315,76,173
07-02-2024 03:00,100.5833333,167.3933333,14.10083333,21.2525,35.355,3.75,1.223333333,17.16666667,8.073333333,14.9075,62.6575,1.05,0,0.02,946.2325,21.8,62,0,956.8,1.1,4.6,198,108,174
07-02-2024 04:00,102.8925,171.4458333,14.0375,21.2875,35.32666667,3.7925,1.239166667,16.03583333,7.685,15.5875,63.4875,1.05,0,0.02,946.195,25.6,47,0,957.9,2.5,3.8,82,107,175
07-02-2024 05:00,113.1741667,188.2533333,14.97416667,22.09416667,37.06916667,5.2425,1.274166667,15.42583333,7.89,19.07375,64.205,1.05,0,0.02,946.5775,28.8,39,0,958.3,3.9,4.8,68,77,181
07-02-2024 06:00,110.1883333,182.7883333,15.50166667,23.18666667,38.6875,4.9575,1.336666667,15.77083333,8.695,21.59875,65.1575,1.05,0,0.19,947.0975,31.1,31,0,957.8,3.5,3.9,24,22,179
07-02-2024 07:00,112.8841667,186.0933333,17.4325,26.0575,43.49083333,5.2725,1.455833333,15.285,8.760833333,21.5,65.675,1.05,0,12.5125,947.9125,32.7,26,0,956.8,5.2,6.1,326,320,181
07-02-2024 08:00,137.2841667,223.4358333,20.78416667,31.09916667,51.885,6.0075,1.664166667,18.4075,10.26,21.76625,60.6575,1.05,0,91.68,948.515,33.6,23,0,955.4,6.5,7.8,289,283,193
07-02-2024 09:00,136.9025,224.1441667,20.24666667,29.4225,49.6675,6.2925,1.4575,34.39583333,12.70916667,23.86875,43.635,1.05,0,202.6025,949.0775,34,22,0,954.2,8,9.7,280,274,193
07-02-2024 10:00,134.8258333,220.92,11.22027778,15.07555556,26.29583333,6.0075,0.797777778,44.62972222,9.069166667,23.01208333,26.8025,1.05,0,291.195,949.1325,34.2,21,0,953.2,9.5,11.8,295,290,192
07-02-2024 11:00,111.1141667,183.4866667,9.815833333,12.70333333,22.52,6.27,0.724166667,45.87833333,6.126666667,18.365,20.9425,1.05,0,357.2475,948.59,33.7,20,0,952.8,13.6,17.4,302,300,180
07-02-2024 12:00,84.43333333,141.3,10.31916667,14.235,24.55583333,5.2125,0.831666667,48.235,5.253333333,14.83875,16.6575,1.05,0,395.7325,947.325,31.9,23,0,953.1,16.8,22.7,301,299,166
07-02-2024 13:00,78.3625,130.8141667,9.486666667,13.785,23.27166667,3.9175,0.880833333,45.5575,4.6675,12.29375,14.685,1.05,0,386.6425,945.9875,29.2,26,0,953.4,12.6,23.8,307,309,163
07-02-2024 14:00,73.52416667,123.795,9.954166667,14.27666667,24.23,4.47,0.880833333,46.44166667,4.276666667,10.39375,13.095,1.05,0,329.0725,944.8275,27,30,0,953.7,10.5,24.3,292,302,160
07-02-2024 15:00,64.35416667,109.1533333,9.218333333,13.75916667,22.97583333,3.48,0.92,48.605,3.83,8.9375,12.6175,1.05,0,246.5475,944.1075,25.3,33,0,954.6,8.1,21.2,283,302,156
07-02-2024 16:00,62.02666667,106.0758333,10.72333333,15.65,26.375,4.4875,0.960833333,45.20583333,3.613333333,7.98625,14.1425,1.05,0,148.4825,944.0425,23.9,35,0,954.9,6.5,18.2,270,304,154
07-02-2024 17:00,63.90583333,109.2941667,11.15833333,16.8825,28.04083333,4.075,1.064166667,37.10833333,3.61,7.7375,19.8225,1.05,0,56.7675,944.3975,21.9,42,0,954.8,8.2,11.1,255,299,155
07-02-2024 18:00,73.16583333,124.1516667,14.20416667,21.05833333,35.26333333,4.955,1.2,26.35,3.946666667,8.14125,27.0875,1.05,0,6.1675,945.2025,24.2,36,0,955.5,3.4,5.5,18,11,160
07-02-2024 19:00,88.5725,147.3108333,17.245,25.72666667,42.97416667,5.1425,1.41,20.5925,5.36,12.10125,33.7975,1.05,0,6.1675,946.15,23.1,39,0,955,7.1,11.2,41,50,168
07-02-2024 20:00,101.2730556,168.4666667,15.70166667,22.33805556,38.03972222,6.6175,1.222222222,27.05888889,6.122777778,16.24875,39.475,1.05,0,6.1675,946.99,19.7,49,0,954,10,14,75,61,175
07-02-2024 21:00,99.86666667,167.1691667,17.88166667,25.2075,43.09083333,7.2175,1.274166667,25.9275,6.200833333,15.06,44.3025,1.05,0,6.1675,947.56,19.2,52,0,953.6,9.3,12.7,77,61,174
07-02-2024 22:00,100.3883333,168.4341667,19.77416667,27.9,47.675,7.7875,1.37,20.99333333,7.533333333,15.9125,49.4475,1.05,0,0.035,947.8,18.5,56,0,953.4,8.9,12.7,76,61,174
07-02-2024 23:00,100.1561111,167.8505556,20.51916667,29.37333333,49.89444444,7.3175,1.451666667,17.79027778,7.215555556,16.32,53.87,1.05,0,0.015,947.6725,17.7,61,0,953.1,8.5,12.2,78,62,174
08-02-2024 00:00,101.4183333,169.3116667,20.29083333,29.32166667,49.61333333,6.145,1.455,17.10666667,8.255,18.09625,56.9075,1.05,0,0.015,947.41,17.5,65,0,953.3,8,11.4,82,62,175
08-02-2024 01:00,96.30166667,161.5175,18.14333333,26.0375,44.18166667,5.975,1.336666667,15.96083333,10.23583333,18.82625,59.38,1.05,0,0.015,947.245,18.1,62,0,954.4,7.1,10.9,30,44,172
08-02-2024 02:00,91.29166667,154.0216667,15.06166667,21.84083333,36.90333333,5.0775,1.1825,15.12166667,8.02,16.6975,61.1175,1.05,0,0.015,946.815,18.7,61,0,955.7,5.2,9.2,65,51,169
08-02-2024 03:00,81.3775,138.0533333,13.595,19.9025,33.49666667,4.32,1.103333333,15.14916667,6.873333333,14.29625,61.505,1.05,0,0.015,946.4775,20.5,57,0,956.5,3.6,8.4,84,70,164
08-02-2024 04:00,78.25166667,132.7208333,14.68333333,22.36333333,37.04833333,3.3225,1.2625,13.05416667,6.523333333,13.13375,64.1525,1.05,0,0.015,946.7,23.1,49,0,957.4,6,8.1,65,69,163
08-02-2024 05:00,79.01333333,134.0266667,16.18416667,24.4575,40.64416667,4.05,1.371666667,13.00333333,6.603333333,13.535,66.915,1.05,0,0.015,947.3475,25.8,42,0,957.9,7.9,9.9,74,80,163
08-02-2024 06:00,85.25583333,143.7708333,19.35416667,29.32333333,48.6775,4.08,1.566666667,13.36166667,7.665,15.39125,67.69,1.05,0,0.67,947.9225,28.3,37,0,957.4,8.5,10.9,78,82,166
08-02-2024 07:00,101.0341667,169.315,22.52833333,34.5025,57.03083333,5.2,1.890833333,14.8925,10.405,17.81375,68.1525,1.05,0,11.6975,948.8875,30.3,32,0,956.3,7.3,9.1,79,83,175
08-02-2024 08:00,132.5866667,219.5633333,20.35916667,29.675,50.03583333,8.8075,1.6475,19.1875,10.73833333,18.13875,64.385,1.05,0,87.33,949.8075,31.8,27,0,955,4.5,5,61,69,191
08-02-2024 09:00,145.1983333,237.1741667,15.455,21.5275,36.9825,7.3875,1.146666667,30.5725,8.721666667,15.68375,42.5875,1.05,0,203.4575,950.1825,32.8,23,0,953.6,2.9,2.9,7,360,197
08-02-2024 10:00,137.6083333,225.435,12.37,15.41833333,27.78916667,8.645,0.758333333,44.55,7.083333333,14.45125,28.1025,1.05,0,293.98,950.355,33.3,18,0,952.6,4.8,6,312,303,193
08-02-2024 11:00,109.1125,180.2275,10.97416667,14.315,25.28916667,6.6725,0.738333333,48.21833333,5.161666667,11.60375,20.6725,1.05,0,367.0575,949.8,33.1,16,0,952.2,8,10,306,300,179
08-02-2024 12:00,84.24833333,139.8266667,9.5775,13.76916667,23.34583333,3.9125,0.8575,45.22,4.43,9.48875,17.615,1.05,0,400.7425,948.6975,32.2,18,0,952,10,13.2,311,305,166
08-02-2024 13:00,78.40666667,130.7691667,9.965833333,14.28583333,24.25083333,4.3375,0.865,45.16333333,3.863333333,8.05125,15.0225,1.05,0,399.6725,947.4025,26.6,21,0,952.3,9,11.5,299,302,163
08-02-2024 14:00,67.9975,114.3975,9.334166667,13.6425,22.97583333,3.9125,0.880833333,42.80333333,3.498333333,7.02875,11.445,1.05,0,360.135,946.3375,24.2,25,0,952.4,9.8,16.7,294,303,157
08-02-2024 15:00,63.2,107.6533333,9.974166667,14.44166667,24.4175,4.3575,0.908333333,45.8475,3.1725,6.14875,10.6775,1.05,0,271.4225,945.6625,23.1,30,0,952.9,9.7,14.8,297,315,155
08-02-2024 16:00,59.005,101.3466667,9.9325,14.32333333,24.2575,4.6625,0.914166667,42.35416667,2.986666667,5.75,11.58,1.05,0,168.77,945.5375,21.4,34,0,953,6.8,8.7,238,308,153
08-02-2024 17:00,58.82666667,101.5283333,9.738333333,14.02,23.75916667,5.1,0.929166667,41.05666667,2.684166667,5.89625,16.595,1.05,0,62.2975,945.86,21.3,32,0,952.9,5.9,7.7,218,259,153
08-02-2024 18:00,64.73916667,110.9866667,14.41916667,23.2975,37.7175,5.245,1.65,24.43,2.754166667,5.685,29.12,1.05,0,4.2375,946.395,23.5,27,0,953.3,4.4,4.7,215,266,156
08-02-2024 19:00,86.43,147.925,18.73833333,27.01583333,45.75333333,10.4475,1.6325,25.40583333,4.145,9.7225,40.7675,1.05,0,4.2375,947.0075,22.6,29,0,952.8,1.8,0.8,323,333,167
08-02-2024 20:00,40.5025,118.24375,17.17333333,24.05083333,41.225,8.535,1.3025,22.54,5.853333333,15.025,45.355,1.05,0,0.01,947.8075,21.3,34,0,952.3,4,2.6,333,16,113
08-02-2024 21:00,122.4522222,201.75,13.96583333,18.27333333,32.24,7.99,0.9,26.9975,6.0975,17.4125,47.915,1.05,0,0.023333333,948.5725,20.2,39,0,951.7,2.3,2.2,288,9,186
08-02-2024 22:00,121.5275,202.6280556,14.77333333,20.43722222,35.20944444,9.475,1.133333333,22.58416667,4.710833333,15.09166667,49.87,1.05,0,0.055,948.88,19.3,42,0,951.6,1.8,2.7,270,23,185
08-02-2024 23:00,128.3877778,211.4244444,21.81555556,29.97444444,51.62638889,10.29,1.505,19.57722222,4.702777778,13.12333333,50.3075,1.05,0,0.0525,948.5425,16.6,52,0,951.2,3.6,1.8,270,349,189
09-02-2024 00:00,143.9258333,234.6216667,27.49,38.7975,66.28666667,8.04,1.6625,17.705,10.2575,18.8925,52.9175,1.05,0,0.015,948.105,14.9,58,0,951.1,5.2,1.8,258,323,197
09-02-2024 01:00,128.9583333,211.0858333,27.55583333,39.625,67.18166667,5.815,1.693333333,16.4125,12.13666667,24.03875,55.645,1.05,0,0.02,947.715,18.5,48,0,952.6,3.2,1.8,270,101,189
09-02-2024 02:00,109.695,182.2141667,20.9375,30.34583333,51.44194444,4.6325,1.3675,15.07916667,11.6875,25.1425,57.38,1.05,0,0.02,947.34,16,62,0,953,5.5,2.2,302,360,179
09-02-2024 03:00,98.81,164.6616667,13.865,20.0775,33.94083333,4.045,1.055,15.25,8.4525,20.4325,61.295,1.05,0,0.02,946.8775,19,52,0,954.6,3.6,2.2,307,351,173
